;NDX Index;;MXIM UW Equity;;DISH UW Equity;;AMZN UW Equity;;CSCO UW Equity;;INTC UW Equity;;MSFT UW Equity;;EBAY UW Equity;;ADBE UW Equity;;AMGN UW Equity;;AAPL UW Equity;;CTAS UW Equity;;CMCSA UW Equity;;KLAC UW Equity;;PCAR UW Equity;;COST UW Equity;;AMAT UW Equity;;EA UW Equity;;FI UW Equity;;BIIB UW Equity;;PAYX UW Equity;;QCOM UW Equity;;SBUX UW Equity;;XLNX UW Equity;;INTU UW Equity;;MCHP UW Equity;;CHKP UW Equity;;CTXS UW Equity
17/01/2001;2558,67;17/01/2001;63,00;17/01/2001;29,53;17/01/2001;0,92;17/01/2001;39,00;17/01/2001;30,50;17/01/2001;26,47;17/01/2001;4,55;17/01/2001;26,75;17/01/2001;60,50;17/01/2001;0,30;17/01/2001;11,52;17/01/2001;14,50;17/01/2001;40,38;17/01/2001;6,84;17/01/2001;41,44;17/01/2001;24,09;17/01/2001;18,69;17/01/2001;8,00;17/01/2001;50,14;17/01/2001;47,75;17/01/2001;36,50;17/01/2001;5,60;17/01/2001;48,31;17/01/2001;17,50;17/01/2001;9,29;17/01/2001;84,38;17/01/2001;23,74
18/01/2001;2670,47;18/01/2001;69,06;18/01/2001;29,31;18/01/2001;0,98;18/01/2001;41,88;18/01/2001;32,19;18/01/2001;27,75;18/01/2001;4,93;18/01/2001;28,00;18/01/2001;62,06;18/01/2001;0,33;18/01/2001;11,55;18/01/2001;14,65;18/01/2001;46,06;18/01/2001;6,95;18/01/2001;41,44;18/01/2001;25,03;18/01/2001;19,59;18/01/2001;8,16;18/01/2001;52,39;18/01/2001;48,63;18/01/2001;36,53;18/01/2001;5,68;18/01/2001;54,13;18/01/2001;18,22;18/01/2001;9,98;18/01/2001;92,13;18/01/2001;25,98
19/01/2001;2655,77;19/01/2001;68,75;19/01/2001;29,19;19/01/2001;1,00;19/01/2001;40,38;19/01/2001;33,56;19/01/2001;30,50;19/01/2001;5,27;19/01/2001;29,13;19/01/2001;60,00;19/01/2001;0,35;19/01/2001;11,70;19/01/2001;14,77;19/01/2001;44,94;19/01/2001;6,63;19/01/2001;40,44;19/01/2001;24,97;19/01/2001;20,75;19/01/2001;7,77;19/01/2001;52,40;19/01/2001;46,50;19/01/2001;35,19;19/01/2001;5,79;19/01/2001;53,94;19/01/2001;18,00;19/01/2001;9,21;19/01/2001;99,88;19/01/2001;27,77
22/01/2001;2643,13;22/01/2001;68,88;22/01/2001;29,36;22/01/2001;0,93;22/01/2001;41,44;22/01/2001;33,38;22/01/2001;30,06;22/01/2001;5,20;22/01/2001;29,97;22/01/2001;67,63;22/01/2001;0,34;22/01/2001;11,45;22/01/2001;14,54;22/01/2001;42,63;22/01/2001;6,90;22/01/2001;42,25;22/01/2001;24,47;22/01/2001;20,25;22/01/2001;7,77;22/01/2001;55,38;22/01/2001;45,75;22/01/2001;37,72;22/01/2001;5,66;22/01/2001;53,63;22/01/2001;17,56;22/01/2001;8,88;22/01/2001;99,25;22/01/2001;28,12
23/01/2001;2730,05;23/01/2001;68,38;23/01/2001;30,26;23/01/2001;0,95;23/01/2001;42,63;23/01/2001;35,38;23/01/2001;30,28;23/01/2001;5,51;23/01/2001;29,72;23/01/2001;67,75;23/01/2001;0,37;23/01/2001;11,91;23/01/2001;14,17;23/01/2001;44,06;23/01/2001;7,04;23/01/2001;42,50;23/01/2001;24,13;23/01/2001;21,38;23/01/2001;8,70;23/01/2001;58,15;23/01/2001;46,50;23/01/2001;38,81;23/01/2001;5,80;23/01/2001;55,38;23/01/2001;17,75;23/01/2001;8,69;23/01/2001;102,63;23/01/2001;26,87
24/01/2001;2726,45;24/01/2001;66,94;24/01/2001;30,48;24/01/2001;1,09;24/01/2001;42,56;24/01/2001;36,25;24/01/2001;31,47;24/01/2001;5,72;24/01/2001;30,06;24/01/2001;69,06;24/01/2001;0,37;24/01/2001;11,56;24/01/2001;14,04;24/01/2001;44,69;24/01/2001;6,80;24/01/2001;42,94;24/01/2001;24,81;24/01/2001;21,13;24/01/2001;8,67;24/01/2001;59,01;24/01/2001;45,56;24/01/2001;37,13;24/01/2001;5,42;24/01/2001;55,75;24/01/2001;18,75;24/01/2001;8,88;24/01/2001;99,88;24/01/2001;27,07
25/01/2001;2595,85;25/01/2001;62,19;25/01/2001;27,68;25/01/2001;0,95;25/01/2001;39,31;25/01/2001;34,50;25/01/2001;30,91;25/01/2001;5,24;25/01/2001;28,53;25/01/2001;72,00;25/01/2001;0,36;25/01/2001;11,92;25/01/2001;13,77;25/01/2001;43,75;25/01/2001;6,71;25/01/2001;43,19;25/01/2001;24,38;25/01/2001;19,78;25/01/2001;8,43;25/01/2001;56,89;25/01/2001;44,50;25/01/2001;36,97;25/01/2001;5,35;25/01/2001;52,38;25/01/2001;19,25;25/01/2001;8,77;25/01/2001;95,63;25/01/2001;27,12
26/01/2001;2631,78;26/01/2001;63,50;26/01/2001;27,68;26/01/2001;0,98;26/01/2001;38,38;26/01/2001;35,88;26/01/2001;32,00;26/01/2001;5,25;26/01/2001;29,03;26/01/2001;71,69;26/01/2001;0,35;26/01/2001;12,13;26/01/2001;13,83;26/01/2001;43,06;26/01/2001;6,78;26/01/2001;41,25;26/01/2001;23,94;26/01/2001;19,13;26/01/2001;8,63;26/01/2001;58,32;26/01/2001;45,69;26/01/2001;40,50;26/01/2001;5,70;26/01/2001;51,81;26/01/2001;18,06;26/01/2001;9,25;26/01/2001;103,29;26/01/2001;26,97
29/01/2001;2694,53;29/01/2001;60,06;29/01/2001;28,86;29/01/2001;1,01;29/01/2001;37,25;29/01/2001;37,06;29/01/2001;32,25;29/01/2001;5,50;29/01/2001;27,00;29/01/2001;71,00;29/01/2001;0,39;29/01/2001;12,38;29/01/2001;14,25;29/01/2001;43,75;29/01/2001;6,72;29/01/2001;44,06;29/01/2001;25,09;29/01/2001;19,34;29/01/2001;9,05;29/01/2001;61,54;29/01/2001;45,88;29/01/2001;43,41;29/01/2001;6,16;29/01/2001;53,06;29/01/2001;18,00;29/01/2001;9,73;29/01/2001;110,29;29/01/2001;27,17
30/01/2001;2686,14;30/01/2001;58,13;30/01/2001;28,69;30/01/2001;0,95;30/01/2001;38,00;30/01/2001;37,00;30/01/2001;31,69;30/01/2001;5,60;30/01/2001;26,38;30/01/2001;71,00;30/01/2001;0,39;30/01/2001;11,86;30/01/2001;13,96;30/01/2001;45,94;30/01/2001;6,81;30/01/2001;43,75;30/01/2001;26,22;30/01/2001;20,00;30/01/2001;8,80;30/01/2001;57,68;30/01/2001;45,25;30/01/2001;42,84;30/01/2001;6,09;30/01/2001;52,81;30/01/2001;18,91;30/01/2001;9,77;30/01/2001;110,58;30/01/2001;29,16
31/01/2001;2593,00;31/01/2001;61,06;31/01/2001;27,68;31/01/2001;0,87;31/01/2001;37,44;31/01/2001;37,00;31/01/2001;30,53;31/01/2001;5,20;31/01/2001;21,84;31/01/2001;70,31;31/01/2001;0,39;31/01/2001;11,67;31/01/2001;14,10;31/01/2001;45,88;31/01/2001;6,63;31/01/2001;46,25;31/01/2001;25,16;31/01/2001;22,91;31/01/2001;8,64;31/01/2001;54,17;31/01/2001;45,13;31/01/2001;42,03;31/01/2001;6,24;31/01/2001;54,00;31/01/2001;19,75;31/01/2001;10,02;31/01/2001;101,67;31/01/2001;28,57
01/02/2001;2607,16;01/02/2001;62,44;01/02/2001;27,01;01/02/2001;0,81;01/02/2001;38,25;01/02/2001;37,81;01/02/2001;31,19;01/02/2001;5,08;01/02/2001;22,72;01/02/2001;69,31;01/02/2001;0,38;01/02/2001;11,36;01/02/2001;14,08;01/02/2001;45,75;01/02/2001;6,72;01/02/2001;46,25;01/02/2001;25,28;01/02/2001;22,78;01/02/2001;8,71;01/02/2001;52,56;01/02/2001;41,44;01/02/2001;42,63;01/02/2001;6,13;01/02/2001;57,63;01/02/2001;19,94;01/02/2001;10,19;01/02/2001;104,13;01/02/2001;28,87
02/02/2001;2472,18;02/02/2001;59,55;02/02/2001;25,27;02/02/2001;0,72;02/02/2001;35,50;02/02/2001;35,69;02/02/2001;30,41;02/02/2001;4,86;02/02/2001;21,78;02/02/2001;69,94;02/02/2001;0,37;02/02/2001;11,00;02/02/2001;13,73;02/02/2001;42,06;02/02/2001;6,72;02/02/2001;43,94;02/02/2001;23,88;02/02/2001;22,81;02/02/2001;8,47;02/02/2001;52,72;02/02/2001;39,63;02/02/2001;43,41;02/02/2001;5,98;02/02/2001;53,06;02/02/2001;19,94;02/02/2001;9,46;02/02/2001;94,75;02/02/2001;27,72
05/02/2001;2467,30;05/02/2001;58,56;05/02/2001;26,51;05/02/2001;0,72;05/02/2001;34,56;05/02/2001;34,69;05/02/2001;30,97;05/02/2001;4,91;05/02/2001;22,69;05/02/2001;68,31;05/02/2001;0,36;05/02/2001;11,38;05/02/2001;14,35;05/02/2001;40,56;05/02/2001;6,81;05/02/2001;43,19;05/02/2001;22,91;05/02/2001;23,22;05/02/2001;8,71;05/02/2001;52,96;05/02/2001;39,88;05/02/2001;43,22;05/02/2001;5,99;05/02/2001;50,88;05/02/2001;20,03;05/02/2001;8,88;05/02/2001;97,71;05/02/2001;26,87
06/02/2001;2473,24;06/02/2001;57,94;06/02/2001;27,40;06/02/2001;0,79;06/02/2001;35,75;06/02/2001;35,44;06/02/2001;31,28;06/02/2001;4,93;06/02/2001;22,00;06/02/2001;69,88;06/02/2001;0,38;06/02/2001;11,41;06/02/2001;14,40;06/02/2001;39,81;06/02/2001;6,77;06/02/2001;43,75;06/02/2001;22,94;06/02/2001;23,91;06/02/2001;8,96;06/02/2001;54,35;06/02/2001;40,75;06/02/2001;41,47;06/02/2001;6,23;06/02/2001;50,50;06/02/2001;21,84;06/02/2001;9,04;06/02/2001;98,42;06/02/2001;25,13
07/02/2001;2409,66;07/02/2001;57,06;07/02/2001;26,17;07/02/2001;0,75;07/02/2001;31,06;07/02/2001;34,94;07/02/2001;32,34;07/02/2001;4,86;07/02/2001;20,16;07/02/2001;70,63;07/02/2001;0,37;07/02/2001;11,69;07/02/2001;14,54;07/02/2001;38,38;07/02/2001;6,91;07/02/2001;45,25;07/02/2001;22,38;07/02/2001;23,94;07/02/2001;8,99;07/02/2001;53,54;07/02/2001;42,13;07/02/2001;43,31;07/02/2001;6,23;07/02/2001;48,00;07/02/2001;19,25;07/02/2001;8,92;07/02/2001;97,71;07/02/2001;26,03
08/02/2001;2355,67;08/02/2001;58,06;08/02/2001;26,95;08/02/2001;0,72;08/02/2001;30,00;08/02/2001;34,63;08/02/2001;31,13;08/02/2001;4,96;08/02/2001;17,97;08/02/2001;69,81;08/02/2001;0,37;08/02/2001;11,72;08/02/2001;14,65;08/02/2001;36,50;08/02/2001;6,91;08/02/2001;42,88;08/02/2001;21,19;08/02/2001;23,56;08/02/2001;8,88;08/02/2001;54,81;08/02/2001;41,63;08/02/2001;42,38;08/02/2001;6,08;08/02/2001;47,38;08/02/2001;18,47;08/02/2001;9,17;08/02/2001;92,88;08/02/2001;25,98
09/02/2001;2261,77;09/02/2001;59,06;09/02/2001;26,00;09/02/2001;0,67;09/02/2001;28,19;09/02/2001;33,50;09/02/2001;29,56;09/02/2001;4,69;09/02/2001;17,69;09/02/2001;72,56;09/02/2001;0,34;09/02/2001;11,97;09/02/2001;14,46;09/02/2001;35,88;09/02/2001;6,66;09/02/2001;41,31;09/02/2001;21,31;09/02/2001;23,75;09/02/2001;8,92;09/02/2001;54,63;09/02/2001;42,25;09/02/2001;39,56;09/02/2001;6,04;09/02/2001;47,44;09/02/2001;17,03;09/02/2001;8,94;09/02/2001;86,29;09/02/2001;26,13
12/02/2001;2286,76;12/02/2001;60,13;12/02/2001;25,78;12/02/2001;0,73;12/02/2001;29,56;12/02/2001;34,56;12/02/2001;29,38;12/02/2001;4,97;12/02/2001;18,94;12/02/2001;74,19;12/02/2001;0,35;12/02/2001;12,00;12/02/2001;14,50;12/02/2001;38,88;12/02/2001;6,72;12/02/2001;42,44;12/02/2001;22,00;12/02/2001;24,56;12/02/2001;9,07;12/02/2001;56,88;12/02/2001;43,06;12/02/2001;41,44;12/02/2001;6,25;12/02/2001;49,50;12/02/2001;18,09;12/02/2001;9,17;12/02/2001;83,67;12/02/2001;25,98
13/02/2001;2208,40;13/02/2001;58,00;13/02/2001;26,28;13/02/2001;0,69;13/02/2001;28,50;13/02/2001;32,44;13/02/2001;29,09;13/02/2001;4,99;13/02/2001;18,59;13/02/2001;72,31;13/02/2001;0,34;13/02/2001;11,53;13/02/2001;14,46;13/02/2001;37,13;13/02/2001;6,52;13/02/2001;42,94;13/02/2001;20,63;13/02/2001;24,81;13/02/2001;8,85;13/02/2001;54,92;13/02/2001;41,25;13/02/2001;40,25;13/02/2001;6,08;13/02/2001;47,75;13/02/2001;17,25;13/02/2001;8,85;13/02/2001;82,13;13/02/2001;25,73
14/02/2001;2305,82;14/02/2001;61,13;14/02/2001;25,83;14/02/2001;0,72;14/02/2001;29,38;14/02/2001;34,13;14/02/2001;29,19;14/02/2001;5,28;14/02/2001;20,03;14/02/2001;72,00;14/02/2001;0,35;14/02/2001;11,64;14/02/2001;14,10;14/02/2001;43,13;14/02/2001;6,58;14/02/2001;43,69;14/02/2001;23,41;14/02/2001;25,56;14/02/2001;9,26;14/02/2001;55,67;14/02/2001;43,31;14/02/2001;41,69;14/02/2001;5,98;14/02/2001;51,25;14/02/2001;17,84;14/02/2001;9,63;14/02/2001;90,19;14/02/2001;25,98
15/02/2001;2371,04;15/02/2001;63,00;15/02/2001;25,55;15/02/2001;0,73;15/02/2001;30,81;15/02/2001;35,81;15/02/2001;29,41;15/02/2001;5,31;15/02/2001;19,47;15/02/2001;72,06;15/02/2001;0,36;15/02/2001;11,53;15/02/2001;14,08;15/02/2001;44,31;15/02/2001;6,70;15/02/2001;42,81;15/02/2001;24,72;15/02/2001;24,88;15/02/2001;9,28;15/02/2001;54,81;15/02/2001;42,75;15/02/2001;42,81;15/02/2001;6,16;15/02/2001;54,00;15/02/2001;18,28;15/02/2001;10,35;15/02/2001;95,06;15/02/2001;26,28
16/02/2001;2212,51;16/02/2001;60,19;16/02/2001;24,03;16/02/2001;0,68;16/02/2001;28,25;16/02/2001;34,38;16/02/2001;28,66;16/02/2001;5,13;16/02/2001;18,16;16/02/2001;71,25;16/02/2001;0,34;16/02/2001;11,20;16/02/2001;14,02;16/02/2001;41,69;16/02/2001;6,48;16/02/2001;42,69;16/02/2001;24,12;16/02/2001;24,38;16/02/2001;9,29;16/02/2001;50,66;16/02/2001;41,63;16/02/2001;40,31;16/02/2001;6,12;16/02/2001;47,88;16/02/2001;17,41;16/02/2001;9,59;16/02/2001;90,19;16/02/2001;25,58
20/02/2001;2095,11;20/02/2001;56,06;20/02/2001;23,87;20/02/2001;0,63;20/02/2001;26,06;20/02/2001;31,44;20/02/2001;27,94;20/02/2001;4,69;20/02/2001;17,13;20/02/2001;68,44;20/02/2001;0,33;20/02/2001;11,25;20/02/2001;14,17;20/02/2001;40,31;20/02/2001;6,40;20/02/2001;44,13;20/02/2001;22,97;20/02/2001;23,16;20/02/2001;9,50;20/02/2001;51,12;20/02/2001;41,69;20/02/2001;37,76;20/02/2001;6,04;20/02/2001;42,38;20/02/2001;16,34;20/02/2001;9,33;20/02/2001;89,63;20/02/2001;23,64
21/02/2001;2058,54;21/02/2001;55,00;21/02/2001;24,21;21/02/2001;0,60;21/02/2001;25,13;21/02/2001;30,75;21/02/2001;28,13;21/02/2001;4,81;21/02/2001;15,03;21/02/2001;70,63;21/02/2001;0,34;21/02/2001;11,28;21/02/2001;14,06;21/02/2001;39,94;21/02/2001;6,43;21/02/2001;42,00;21/02/2001;23,31;21/02/2001;23,63;21/02/2001;9,15;21/02/2001;49,05;21/02/2001;42,19;21/02/2001;35,63;21/02/2001;5,98;21/02/2001;43,25;21/02/2001;19,00;21/02/2001;9,04;21/02/2001;84,19;21/02/2001;23,14
22/02/2001;2032,42;22/02/2001;54,13;22/02/2001;23,87;22/02/2001;0,60;22/02/2001;26,44;22/02/2001;30,00;22/02/2001;27,59;22/02/2001;4,69;22/02/2001;15,22;22/02/2001;70,06;22/02/2001;0,34;22/02/2001;11,20;22/02/2001;13,77;22/02/2001;41,00;22/02/2001;6,32;22/02/2001;41,88;22/02/2001;23,41;22/02/2001;26,47;22/02/2001;8,83;22/02/2001;48,42;22/02/2001;44,06;22/02/2001;33,47;22/02/2001;5,92;22/02/2001;42,88;22/02/2001;19,16;22/02/2001;9,15;22/02/2001;73,75;22/02/2001;23,39
23/02/2001;2056,06;23/02/2001;54,75;23/02/2001;24,66;23/02/2001;0,59;23/02/2001;27,00;23/02/2001;29,94;23/02/2001;28,38;23/02/2001;4,68;23/02/2001;16,31;23/02/2001;70,44;23/02/2001;0,34;23/02/2001;10,84;23/02/2001;13,85;23/02/2001;43,38;23/02/2001;6,50;23/02/2001;41,38;23/02/2001;23,97;23/02/2001;26,53;23/02/2001;9,00;23/02/2001;49,74;23/02/2001;43,63;23/02/2001;30,91;23/02/2001;5,96;23/02/2001;41,13;23/02/2001;19,94;23/02/2001;9,21;23/02/2001;79,50;23/02/2001;24,29
26/02/2001;2097,64;26/02/2001;51,94;26/02/2001;25,61;26/02/2001;0,60;26/02/2001;26,06;26/02/2001;29,50;26/02/2001;29,78;26/02/2001;4,77;26/02/2001;15,84;26/02/2001;73,38;26/02/2001;0,35;26/02/2001;11,48;26/02/2001;14,44;26/02/2001;42,31;26/02/2001;6,50;26/02/2001;42,88;26/02/2001;23,91;26/02/2001;25,91;26/02/2001;8,75;26/02/2001;53,42;26/02/2001;42,88;26/02/2001;31,53;26/02/2001;5,98;26/02/2001;41,88;26/02/2001;22,56;26/02/2001;8,96;26/02/2001;80,88;26/02/2001;24,93
27/02/2001;1964,52;27/02/2001;48,19;27/02/2001;24,77;27/02/2001;0,59;27/02/2001;24,00;27/02/2001;29,00;27/02/2001;29,69;27/02/2001;4,43;27/02/2001;15,25;27/02/2001;73,94;27/02/2001;0,35;27/02/2001;10,69;27/02/2001;14,46;27/02/2001;40,00;27/02/2001;6,40;27/02/2001;43,00;27/02/2001;22,50;27/02/2001;24,97;27/02/2001;8,52;27/02/2001;50,14;27/02/2001;41,25;27/02/2001;27,81;27/02/2001;6,03;27/02/2001;38,75;27/02/2001;21,72;27/02/2001;8,27;27/02/2001;73,50;27/02/2001;23,89
28/02/2001;1908,32;28/02/2001;46,13;28/02/2001;23,42;28/02/2001;0,51;28/02/2001;23,69;28/02/2001;28,56;28/02/2001;29,50;28/02/2001;4,03;28/02/2001;14,53;28/02/2001;72,06;28/02/2001;0,33;28/02/2001;9,00;28/02/2001;14,19;28/02/2001;35,75;28/02/2001;6,11;28/02/2001;41,75;28/02/2001;21,13;28/02/2001;25,00;28/02/2001;8,25;28/02/2001;51,93;28/02/2001;39,94;28/02/2001;27,41;28/02/2001;5,95;28/02/2001;38,88;28/02/2001;20,56;28/02/2001;7,96;28/02/2001;64,13;28/02/2001;20,70
01/03/2001;1968,02;01/03/2001;49,50;01/03/2001;23,87;01/03/2001;0,52;01/03/2001;24,50;01/03/2001;29,13;01/03/2001;29,68;01/03/2001;3,95;01/03/2001;14,03;01/03/2001;71,02;01/03/2001;0,34;01/03/2001;9,28;01/03/2001;14,20;01/03/2001;39,44;01/03/2001;6,19;01/03/2001;40,31;01/03/2001;22,66;01/03/2001;26,16;01/03/2001;8,17;01/03/2001;50,24;01/03/2001;39,44;01/03/2001;30,59;01/03/2001;5,95;01/03/2001;41,50;01/03/2001;22,13;01/03/2001;7,73;01/03/2001;71,31;01/03/2001;20,80
02/03/2001;1881,34;02/03/2001;49,81;02/03/2001;24,15;02/03/2001;0,50;02/03/2001;22,19;02/03/2001;29,31;02/03/2001;28,34;02/03/2001;3,97;02/03/2001;13,84;02/03/2001;72,44;02/03/2001;0,34;02/03/2001;9,17;02/03/2001;14,27;02/03/2001;39,88;02/03/2001;6,25;02/03/2001;38,69;02/03/2001;22,63;02/03/2001;25,91;02/03/2001;7,92;02/03/2001;50,03;02/03/2001;39,00;02/03/2001;30,25;02/03/2001;5,94;02/03/2001;42,50;02/03/2001;20,69;02/03/2001;8,00;02/03/2001;64,38;02/03/2001;18,46
05/03/2001;1916,68;05/03/2001;53,69;05/03/2001;24,54;05/03/2001;0,63;05/03/2001;23,08;05/03/2001;30,38;05/03/2001;28,72;05/03/2001;4,00;05/03/2001;13,53;05/03/2001;72,81;05/03/2001;0,36;05/03/2001;9,11;05/03/2001;14,81;05/03/2001;41,75;05/03/2001;6,46;05/03/2001;37,69;05/03/2001;23,78;05/03/2001;25,00;05/03/2001;8,19;05/03/2001;50,60;05/03/2001;39,81;05/03/2001;31,47;05/03/2001;5,84;05/03/2001;43,25;05/03/2001;21,06;05/03/2001;8,73;05/03/2001;59,88;05/03/2001;19,81
06/03/2001;1976,31;06/03/2001;55,94;06/03/2001;26,79;06/03/2001;0,59;06/03/2001;24,00;06/03/2001;31,50;06/03/2001;29,72;06/03/2001;4,24;06/03/2001;14,25;06/03/2001;73,69;06/03/2001;0,38;06/03/2001;9,38;06/03/2001;15,06;06/03/2001;45,00;06/03/2001;6,40;06/03/2001;37,81;06/03/2001;24,91;06/03/2001;25,63;06/03/2001;8,08;06/03/2001;52,50;06/03/2001;40,81;06/03/2001;29,53;06/03/2001;5,84;06/03/2001;45,19;06/03/2001;21,41;06/03/2001;9,00;06/03/2001;65,75;06/03/2001;20,11
07/03/2001;1996,23;07/03/2001;56,75;07/03/2001;26,73;07/03/2001;0,61;07/03/2001;24,00;07/03/2001;32,94;07/03/2001;30,34;07/03/2001;4,47;07/03/2001;14,34;07/03/2001;71,19;07/03/2001;0,38;07/03/2001;9,31;07/03/2001;15,08;07/03/2001;45,63;07/03/2001;6,57;07/03/2001;39,94;07/03/2001;24,91;07/03/2001;27,31;07/03/2001;8,20;07/03/2001;51,64;07/03/2001;40,69;07/03/2001;28,81;07/03/2001;5,77;07/03/2001;45,56;07/03/2001;23,22;07/03/2001;9,21;07/03/2001;70,00;07/03/2001;20,36
08/03/2001;1938,15;08/03/2001;56,88;08/03/2001;27,01;08/03/2001;0,58;08/03/2001;22,81;08/03/2001;33,25;08/03/2001;29,63;08/03/2001;4,12;08/03/2001;13,56;08/03/2001;68,56;08/03/2001;0,37;08/03/2001;9,27;08/03/2001;14,94;08/03/2001;45,38;08/03/2001;6,63;08/03/2001;40,19;08/03/2001;25,16;08/03/2001;26,41;08/03/2001;8,11;08/03/2001;51,24;08/03/2001;40,06;08/03/2001;28,63;08/03/2001;5,95;08/03/2001;45,31;08/03/2001;22,22;08/03/2001;9,02;08/03/2001;66,25;08/03/2001;19,21
09/03/2001;1813,02;09/03/2001;52,38;09/03/2001;25,33;09/03/2001;0,61;09/03/2001;20,63;09/03/2001;29,44;09/03/2001;28,34;09/03/2001;3,58;09/03/2001;13,47;09/03/2001;66,63;09/03/2001;0,36;09/03/2001;9,25;09/03/2001;14,88;09/03/2001;41,69;09/03/2001;6,35;09/03/2001;39,38;09/03/2001;23,38;09/03/2001;25,06;09/03/2001;7,98;09/03/2001;47,09;09/03/2001;38,88;09/03/2001;25,97;09/03/2001;5,89;09/03/2001;42,94;09/03/2001;21,03;09/03/2001;8,69;09/03/2001;66,75;09/03/2001;17,22
12/03/2001;1680,64;12/03/2001;49,94;12/03/2001;23,76;12/03/2001;0,53;12/03/2001;18,81;12/03/2001;27,75;12/03/2001;25,97;12/03/2001;3,32;12/03/2001;13,00;12/03/2001;61,31;12/03/2001;0,33;12/03/2001;8,91;12/03/2001;14,21;12/03/2001;41,25;12/03/2001;6,02;12/03/2001;37,94;12/03/2001;23,16;12/03/2001;24,97;12/03/2001;7,52;12/03/2001;42,08;12/03/2001;35,13;12/03/2001;24,03;12/03/2001;5,62;12/03/2001;41,31;12/03/2001;20,09;12/03/2001;8,27;12/03/2001;64,44;12/03/2001;15,68
13/03/2001;1789,70;13/03/2001;49,38;13/03/2001;24,99;13/03/2001;0,55;13/03/2001;21,38;13/03/2001;29,38;13/03/2001;27,09;13/03/2001;3,62;13/03/2001;13,69;13/03/2001;65,06;13/03/2001;0,35;13/03/2001;8,77;13/03/2001;13,98;13/03/2001;43,81;13/03/2001;6,34;13/03/2001;38,06;13/03/2001;23,94;13/03/2001;26,38;13/03/2001;7,76;13/03/2001;44,21;13/03/2001;36,63;13/03/2001;26,41;13/03/2001;5,59;13/03/2001;44,50;13/03/2001;21,91;13/03/2001;8,35;13/03/2001;70,06;13/03/2001;15,23
14/03/2001;1745,13;14/03/2001;48,06;14/03/2001;25,16;14/03/2001;0,53;14/03/2001;20,25;14/03/2001;29,06;14/03/2001;27,00;14/03/2001;3,59;14/03/2001;13,06;14/03/2001;65,00;14/03/2001;0,37;14/03/2001;8,50;14/03/2001;13,60;14/03/2001;44,94;14/03/2001;6,09;14/03/2001;36,50;14/03/2001;24,09;14/03/2001;26,31;14/03/2001;7,81;14/03/2001;47,09;14/03/2001;35,69;14/03/2001;25,66;14/03/2001;5,41;14/03/2001;44,75;14/03/2001;21,13;14/03/2001;8,44;14/03/2001;68,75;14/03/2001;13,79
15/03/2001;1697,92;15/03/2001;46,56;15/03/2001;23,87;15/03/2001;0,54;15/03/2001;20,31;15/03/2001;28,50;15/03/2001;26,84;15/03/2001;3,64;15/03/2001;12,50;15/03/2001;65,13;15/03/2001;0,35;15/03/2001;8,91;15/03/2001;13,94;15/03/2001;41,19;15/03/2001;6,11;15/03/2001;37,63;15/03/2001;23,06;15/03/2001;25,84;15/03/2001;7,92;15/03/2001;46,92;15/03/2001;35,06;15/03/2001;26,09;15/03/2001;5,46;15/03/2001;43,56;15/03/2001;14,91;15/03/2001;8,40;15/03/2001;63,19;15/03/2001;14,33
16/03/2001;1647,51;16/03/2001;44,75;16/03/2001;23,76;16/03/2001;0,55;16/03/2001;19,94;16/03/2001;27,88;16/03/2001;27,28;16/03/2001;3,42;16/03/2001;14,31;16/03/2001;62,38;16/03/2001;0,35;16/03/2001;9,02;16/03/2001;14,02;16/03/2001;38,56;16/03/2001;5,90;16/03/2001;37,13;16/03/2001;22,13;16/03/2001;23,69;16/03/2001;7,54;16/03/2001;44,33;16/03/2001;33,77;16/03/2001;25,16;16/03/2001;5,48;16/03/2001;41,58;16/03/2001;15,19;16/03/2001;8,33;16/03/2001;57,75;16/03/2001;14,38
19/03/2001;1730,46;19/03/2001;48,13;19/03/2001;25,33;19/03/2001;0,53;19/03/2001;20,81;19/03/2001;27,06;19/03/2001;27,16;19/03/2001;3,90;19/03/2001;15,88;19/03/2001;63,94;19/03/2001;0,37;19/03/2001;9,52;19/03/2001;14,27;19/03/2001;41,75;19/03/2001;6,27;19/03/2001;38,19;19/03/2001;23,31;19/03/2001;25,19;19/03/2001;8,00;19/03/2001;48,36;19/03/2001;36,38;19/03/2001;29,09;19/03/2001;5,54;19/03/2001;44,81;19/03/2001;15,59;19/03/2001;8,73;19/03/2001;56,44;19/03/2001;15,13
20/03/2001;1614,47;20/03/2001;43,44;20/03/2001;24,71;20/03/2001;0,51;20/03/2001;19,06;20/03/2001;24,63;20/03/2001;26,34;20/03/2001;3,72;20/03/2001;16,41;20/03/2001;61,31;20/03/2001;0,35;20/03/2001;8,84;20/03/2001;13,90;20/03/2001;38,38;20/03/2001;5,89;20/03/2001;39,50;20/03/2001;21,41;20/03/2001;24,16;20/03/2001;7,77;20/03/2001;45,25;20/03/2001;34,31;20/03/2001;27,00;20/03/2001;5,41;20/03/2001;41,13;20/03/2001;14,53;20/03/2001;8,38;20/03/2001;51,44;20/03/2001;15,78
